geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
91920,-30.109979735212697,-51.24924328948579,porto alegre,RS
90810,-30.083986338806486,-51.24709599547228,porto alegre,RS
2219,-23.48714662199197,-46.58170152068777,sao paulo,SP
5868,-23.663050970172854,-46.778464653262006,são paulo,SP
15056,-20.77242206394252,-49.33281241230545,sao jose do rio preto,SP
13806,-22.42435784984707,-46.95785173896361,mogi mirim,SP
66113,-1.4217984379652724,-48.482789457960564,belem,PA
76920,-10.71803615660842,-62.26986429374322,ouro preto do oeste,RO
18071,-23.454815835968624,-47.50204501082005,sorocaba,SP
91240,-30.01674789702238,-51.115047558976315,porto alegre,RS
39803,-17.890200583353142,-41.495444955383924,teofilo otoni,MG
79004,-20.47274853344107,-54.60728372395997,campo grande,MS
20710,-22.905095521236053,-43.279203876219036,rio de janeiro,RJ
18135,-23.54514182328109,-47.121410366286796,sao roque,SP
5591,-23.57815333920999,-46.733795294283574,sao paulo,SP
5546,-23.58589130114256,-46.77165507132555,sao paulo,SP
24445,-22.822350161078013,-43.04789463017869,sao goncalo,RJ
22061,-22.972596788793307,-43.192007864822045,rio de janeiro,RJ
78690,-14.664810982553124,-52.360629907833825,nova xavantina,MT
37470,-22.11726608214745,-45.0499846262534,sao lourenco,MG
55380,-8.488750405664899,-36.23452647803289,cachoeirinha,PE
98005,-28.644834494505762,-53.60526059705668,cruz alta,RS
12530,-23.07297665046769,-44.952069721871204,cunha,SP
38020,-19.76287752484273,-47.943219316261775,uberaba,MG
96216,-32.111423204466284,-52.174316808346326,rio grande,RS
79017,-20.376509591787464,-54.56944376197938,campo grande,MS
12401,-22.921418588570464,-45.464589953731576,pindamonhangaba,SP
99660,-27.717229280391184,-52.631055850681925,campinas do sul,RS
90010,-30.0359419933178,-51.236202680281295,porto alegre,RS
37504,-22.428455837991027,-45.494918083379574,itajuba,MG
30310,-19.944586959201327,-43.926177834583626,belo horizonte,MG
12922,-22.916828692480802,-46.552903553984635,braganca paulista,SP
29980,-18.411098511610245,-40.2169672792188,pinheiros,ES
64600,-7.084700324795527,-41.464674764113,picos,PI
1508,-23.56025407245073,-46.633485625858434,sao paulo,SP
11900,-24.51347907699207,-47.835359918884,registro,SP
98740,-28.50985116987133,-53.99669023923112,augusto pestana,RS
17201,-22.294894789067158,-48.556527297630396,jau,SP
