seller_id,seller_zip_code_prefix,seller_city,seller_state
377bc18334c78dd2f1535ef22a3ad225,83015,sao jose dos pinhais,PR
d1ef48b38baca7e831711c4a0aeb398f,86800,apucarana,PR
07e8e8fc5222bb358e6f259da3197074,4216,sao paulo,SP
4cc4fd4fdd406a85bbdc1f824b731bd7,85906,toledo,PR
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS
8fe8786ee000001ab51d030dfd4a7bf1,88490,paulo lopes,SC
6dc9bec584588412a6a338830946a3e4,3270,sao paulo,SP
96804ea39d96eb908e7c3afdb671bb9e,38950,ibia,MG
e64d65bc8dbec2accda90c58de5d1246,13500,rio claro,SP
a69aa24cec11168e7e39a3fbc727e925,6330,carapicuiba,SP
577719699805dd125d5b6fdde5943bba,95150,nova petropolis,RS
e94b64dc6979b302a5a5be1662c83bb6,6852,itapecerica da serra,SP
01fd077212124329bac32490e8ef80d9,14079,ribeirao preto / sao paulo,SP
bcc9dd23e2a8bd8267cf92b19304a1b9,14940,ibitinga,SP
48985c61529077fa4f1e38bcff0f2ed3,90020,porto alegre,RS
44717f64ec2a457979cf83c429077666,98780,santa rosa,RS
d2df77822373f19934e87694d8640767,86706,arapongas,PR
62de60d81c55c29d76a6bce418b31cef,14940,ibitinga,SP
f25e239052084705e17a982bc600ab2a,1123,sao paulo,SP
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
f18112da765e0971ca5d510dec322bdd,88351,brusque,SC
9a1aea68d3efa00862ec88c0768037d0,15806,catanduva,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
5bf397d04035b5f45cc41e82ec106803,4144,sao paulo,SP
082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP
e3e290b38963293022cdcd6db8328103,1403,sao paulo,SP
6187a137b2af59dfdbad8d9f8c373c14,6268,osasco,SP
ae45ad30c2d2e5913094769690a239d2,14405,franca,SP
89f69225956f951295ca4c7fb1266553,27700,vassouras,RJ
ed46f1eb4a638113deb2a1137b5f22e9,89080,indaial,SC
fec8cd45395b3cb0c2b173d7739706a1,12270,jambeiro,SP
b6e1504972665f739dec4facb9943775,13405,piracicaba,SP
252e76235acb79183cfca6e34f13337d,13090,campinas,SP
fec6275253471ace26d209bbaa64cd0f,28605,nova friburgo,RJ
d4e4b5192cba4e0e66eb12a9d347239d,85904,toledo,PR
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
e4f121bf6ef8b9a1d4d3e65dd0473fab,15085,sao jose do rio preto,SP
31344c16881c08a8a72c6d2eb29918c1,36500,uba,MG
9ef932e837d8b7f392c0bfee9d359dc2,14940,ibitinga,SP
25cf099de44674fde97473224f9d59ab,6716,cotia,SP
1710c3aaa9c6b44ec3883ee0fe300e21,9551,sao caetano do sul,SP
d7827b2af99326a03b0ed9c7a24db0d3,86076,londrina,SP
85ecf03781da592876b7844acc1b729f,3658,sao paulo,SP
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP
0a85ebe4e328db81ac9109781205e2f7,13205,jundiai,SP
6e386f64c84e482f0b9abf960797ee1b,1539,sao paulo,SP
aa762680c40618316a896838866140ea,82510,curitiba,PR
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
762fafdaa57a532ee0119731697579dd,13311,itu,SP
2a73cba571d90c694b7caca072ccf6ce,9560,sao caetano do sul,SP
3076499bbc033a927bf4a8a41bcf7fd4,15350,auriflama,SP
c88f62b4c386a59281014d677864d016,86707,arapongas,PR
c611f4ce9ce875bcc063fa97fd4d7d12,12944,atibaia,SP
bede56095ba33c42038fb85f707b8a42,13271,valinhos,SP
a1bea7061f61f6fdd9a85a6325ba1033,6311,carapicuiba / sao paulo,SP
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ
8f0fbe2cd4d472157dc1cdef6edecaa9,2755,sao paulo,SP
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
272f092de69afedd4d2969440b37f18f,3265,sao paulo,SP
d32e3909cfb714fb2a6cb092c85b9c5f,13215,jundiai,SP
1b4b28463457a256e9a784ebe2a8f630,13418,piracicaba,SP
0015a82c2db000af6aaaf3ae2ecb0532,9080,santo andre,SP
fbc14c0cf93505ef89f64665ffa4a7b5,14150,serrana,SP
f4db9b37944bcb8873e6b456ee190bbf,8599,itaquaquecetuba,SP
9ac75591b69c3402684b6ce0310f22ee,2880,sao paulo,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
119c7f1a00ef43fad0e57604e76a747c,2614,sao paulo,SP
49f8d2ea7b718d0ce587d34207caf2b4,9830,sao bernardo do campo,SP
2addf05f476d0637864454e93ba673d5,70856,brasilia,DF
89a51f50b8095ea78d5768f34c13a76f,71931,brasilia,DF
2aafae69bf4c41fbd94053d9413e87ee,91901,porto alegre,RS
b5dd7151a92ccaaa282cbe9681a05f44,14020,ribeirao preto,SP
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC
77e4abfd739aed9c46480f90f81c0eb4,70767,brasilia,DF
578fa3a9cb6b6dceab39231ad59cdaca,60025,fortaleza,CE
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28615,nova friburgo,RJ
bbd3acfe6de99892e73940d3fdceaf68,9111,santo andre,SP
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
ccf8813e5a7d6c84d865cd38bfc2b130,12080,taubate,SP
900ba814c251a692506d7834c1218441,13328,salto,SP
4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS
df47da4ae86fa4db890d05aaf24e21d8,4360,sao paulo,SP
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
e2aee0892199b1d92530e371abd825bf,86600,rolandia,PR
8b28d096634035667e8263d57ba3368c,12243,sao jose dos campos,SP
2f1e7b90e01d9f086cbcb301c0c3d406,89022,blumenau,SC
ca7c6bd577e559472af1c699de9e764e,9812,sao bernardo do campo,SP
c0e6839516f5398edc34adf5f1d53d1a,11430,guaruja,SP
2d42ebcda99fd55f6f4bc2f1ca035d50,76400,uruacu,GO
